Order ID,Customer ID,Customer Email,Order Date,Region,Sales Channel,Customer Segment,Category,Product,Units,Unit Price ,Discount,Revenue,Cost,Returned
ORD-101094,CUST-10144,devon.haddad143@example.com,2023-02-22,West,Retail Store,Consumer,Home & Kitchen,Espresso Machine,2,471.76,0%,$943.52,516.52,No
ORD-103356,CUST-11095,peyton.okafor1094@example.com,2024-05-16,West,Online,Small Business,Office Supplies,Desk Organizer,20,34.07,0%,681.40,306.91,No
ORD-101377,CUST-10337,rowan.rossi336@example.com,"Apr 27, 2023",South,Online,Consumer,Furniture,Ergo Office Chair,1,282.06,10%,253.85,161.57,No
ORD-100073,CUST-10017,rowan.adeyemi16@example.com,2022-07-20,East,Retail Store,Small Business,Furniture,Standing Desk,3,535.93,15%,"$1,366.62",919.96,No
ORD-101923,CUST-10403,casey.adeyemi402@example.com,2023-08-21,East,Retail Store,,Home & Kitchen,Air Fryer,2,136.15,5%,258.69,171.48,No
ORD-102991,CUST-10973,noor.iversen972@example.com,2024-03-03,East,Online,Small Business,Home & Kitchen,Espresso Machine,4,463.46,5%,1761.15,1071.16,No
ORD-101765,CUST-10529,jules.gallagher528@example.com,2023-07-16,West,Online,Consumer,Electronics,Smart Watch,2,262.25,0%,524.50,398.86,No
ORD-100744,CUST-10027,harper.bianchi26@example.com,2022-12-09,East,Online,Small Business,Electronics,Laptop Pro 14,3,1242.33,5%,"$3,540.64",3194.59,No
ORD-102715,CUST-10518,sasha.fontaine517@example.com,2023-12-30,East,Retail Store,Small Business,Office Supplies,Desk Organizer,10,35.82,15%,304.47,156.64,No
ORD-101006,CUST-10298,sasha.okafor297@example.com,"Jan 28, 2023",North,Retail Store,Consumer,Home & Kitchen,Chef Knife Set,2,88.75,10%,159.75,107.01,No
ORD-101191,CUST-10324,devon.rossi323@example.com,2023-03-19,West,Online,Consumer,Home & Kitchen,Espresso Machine,3,468.32,5%,1334.71,830.71,No
ORD-103008,CUST-10568,indigo.iversen567@example.com,2024-03-06,West,Retail Store,Small Business,Furniture,Standing Desk,3,549.04,10%,"$1,482.41",894.85,No
ORD-103976,CUST-11098,sasha.okafor1097@example.com,2024-09-04,West,Retail Store,Consumer,Office Supplies,Desk Organizer,11,34.31,5%,358.54,165.12,No
ORD-101126,CUST-10364,devon.takahashi363@example.com,2023-03-03,West,Retail Store,Consumer,Office Supplies,Gel Pen Set,19,11.5,0%,$218.50,99.37,Yes
ORD-101242,CUST-10408,indigo.adeyemi407@example.com,2023-03-29,South,Retail Store,Small Business,Furniture,Ergo Office Chair,1,301.71,15%,$256.45,147.28,No
ORD-103828,CUST-11115,peyton.pereira1114@example.com,"Aug 08, 2024",West,Retail Store,Consumer,Electronics,Wireless Earbuds,1,130.49,0%,130.49,102.37,No
ORD-103905,CUST-10878,sasha.dubois877@example.com,2024-08-22,South,Online,Small Business,Home & Kitchen,Chef Knife Set,1,92.61,10%,83.35,52.52,No
ORD-104715,CUST-11001,avery.kowalski1000@example.com,2024-12-23,West,Online,Small Business,Home & Kitchen,Espresso Machine,3,458.2,15%,"$1,168.41",799.38,No
ORD-100999,CUST-10199,tatum.jensen198@example.com,2023-01-27,South,Retail Store,Enterprise,Electronics,4K Monitor,2,348.01,20%,556.82,607.13,No
ORD-103189,CUST-11057,rowan.moreau1056@example.com,2024-04-12,West,Retail Store,Small Business,Office Supplies,Premium Notebook Pack,15,24.44,5%,$348.27,159.82,No
ORD-101578,CUST-10534,oakley.gallagher533@example.com,2023-06-09,East,Retail Store,Enterprise,Furniture,Ergo Office Chair,1,286.81,0%,286.81,153.18,No
ORD-104629,CUST-11542,blair.sandoval1541@example.com,2024-12-11,West,Retail Store,Small Business,Home & Kitchen,Air Fryer,2,138.51,5%,263.17,162.87,No
ORD-101827,CUST-10499,tatum.eriksen498@example.com,2023-07-30,West,Retail Store,Small Business,Office Supplies,Desk Organizer,11,33.98,0%,373.78,168.79,No
ORD-103102,CUST-10949,jules.haddad948@example.com,2024-03-27,East,Retail Store,Consumer,Electronics,Smart Watch,2,244.89,5%,465.29,401.73,No
ORD-101021,CUST-10131,linden.gallagher130@example.com,2023-01-31,South,Retail Store,Small Business,Furniture,Bookshelf,2,159.64,5%,303.32,174.21,No
ORD-103332,CUST-11106,frankie.pereira1105@example.com,2024-05-11,West,Online,Small Business,Electronics,Laptop Pro 14,4,1357.52,5%,5158.58,3798.59,No
ORD-100441,CUST-10127,harper.gallagher126@example.com,2022-10-18,North,Retail Store,Small Business,Furniture,Ergo Office Chair,3,301.04,15%,767.65,456.05,No
ORD-104781,CUST-11640,wren.bianchi1639@example.com,2024-12-30,west,Online,Consumer,Office Supplies,Gel Pen Set,3,11.96,5%,34.09,15.66,No
ORD-101101,CUST-10340,wren.rossi339@example.com,2023-02-23,North,Online,Small Business,Home & Kitchen,Air Fryer,4,138.65,5%,526.87,348.26,No
ORD-103769,CUST-11209,jules.adeyemi1208@example.com,2024-07-27,East,Online,Consumer,Office Supplies,Gel Pen Set,17,12.06,0%,205.02,95.58,No
ORD-102943,CUST-10814,oakley.adeyemi813@example.com,2024-02-22,East,Wholesale,Consumer,Furniture,Ergo Office Chair,7,307.6,10%,1937.88,1070.12,No
ORD-100650,CUST-10138,sasha.gallagher137@example.com,2022-11-24,East,Retail Store,Consumer,Office Supplies,Gel Pen Set,3,11.54,0%,$34.62,15.58,No
ORD-101547,CUST-10533,noor.gallagher532@example.com,2023-06-04,East,Retail Store,Small Business,Electronics,Wireless Earbuds,4,129.0,5%,$490.20,394.61,No
ORD-103334,CUST-11066,frankie.nakamura1065@example.com,2024-05-11,West,Online,Consumer,Electronics,Laptop Pro 14,3,1272.05,0%,"$3,816.15",2937.32,No
ORD-103918,CUST-10867,harper.dubois866@example.com,2024-08-24,East,Online,Consumer,Home & Kitchen,Chef Knife Set,1,90.29,10%,81.26,53.97,No
ORD-103528,CUST-11177,rowan.takahashi1176@example.com,2024-06-19,South,Online,Enterprise,Electronics,4K Monitor,1,372.51,20%,298.01,293.16,No
ORD-100631,CUST-10224,devon.lindqvist223@example.com,2022-11-21,South,Online,Consumer,Electronics,Smart Watch,1,237.0,5%,$225.15,192.07,No
ORD-100673,CUST-10104,devon.fontaine103@example.com,2022-11-27,West,Online,Consumer,Furniture,Ergo Office Chair,3,299.34,0%,898.02,472.93,Yes
ORD-101250,CUST-10322,blair.rossi321@example.com,2023-03-31,East,Online,Consumer,Electronics,4K Monitor,1,382.87,5%,363.73,301.99,No
ORD-100483,CUST-10032,marlow.bianchi31@example.com,2022-10-26,East,Online,Consumer,Furniture,Ergo Office Chair,1,289.5,10%,260.55,165.6,No
ORD-101585,CUST-10452,marlow.castillo451@example.com,2023-06-10,South,Retail Store,Consumer,Furniture,Standing Desk,2,554.36,10%,997.85,623.18,No
ORD-104471,CUST-11354,oakley.haddad1353@example.com,2024-11-21,West,Retail Store,Consumer,Electronics,4K Monitor,2,385.96,0%,771.92,585.98,No
ORD-102866,CUST-10694,oakley.okafor693@example.com,2024-02-04,East,Online,Small Business,Furniture,Bookshelf,2,152.05,15%,258.49,174.35,No
ORD-101463,CUST-10421,avery.bianchi420@example.com,2023-05-16,West,Online,Consumer,Electronics,4K Monitor,3,382.65,0%,1147.95,852.61,No
ORD-103692,CUST-11215,peyton.adeyemi1214@example.com,2024-07-15,SOUTH,Retail Store,Consumer,Furniture,Standing Desk,2,583.85,20%,934.16,621.29,No
ORD-103411,CUST-11123,casey.rossi1122@example.com,"May 28, 2024",West,Wholesale,Small Business,Office Supplies,Desk Organizer,44,34.86,0%,1533.84,673.77,No
ORD-102579,CUST-10800,wren.vasquez799@example.com,2023-12-11,West,Online,Enterprise,Office Supplies,Desk Organizer,5,33.84,0%,$169.20,77.04,No
ORD-100050,CUST-10011,linden.adeyemi10@example.com,2022-07-14,West,Retail Store,Consumer,Office Supplies,Desk Organizer,11,35.49,5%,$370.87,171.53,No
ORD-104518,CUST-11505,ellis.pereira1504@example.com,2024-11-27,North,Online,Small Business,Furniture,Standing Desk,3,537.38,0%,1612.14,899.92,Yes
ORD-102883,CUST-10814,oakley.adeyemi813@example.com,2024-02-07,South,Online,Small Business,Home & Kitchen,Chef Knife Set,4,88.28,0%,353.12,223.4,No
ORD-100859,CUST-10133,noor.gallagher132@example.com,2022-12-26,West,Online,Enterprise,Office Supplies,Desk Organizer,16,36.19,0%,579.04,257.36,No
ORD-101073,CUST-10321,avery.rossi320@example.com,2023-02-16,South,Wholesale,Enterprise,Electronics,Wireless Earbuds,24,122.32,10%,2642.11,2334.17,Yes
ORD-100720,CUST-10239,tatum.lindqvist238@example.com,2022-12-04,North,Online,Consumer,Home & Kitchen,Air Fryer,2,146.69,5%,$278.71,158.85,No
ORD-102975,CUST-10886,frankie.eriksen885@example.com,2024-02-29,East,Online,Consumer,Office Supplies,Gel Pen Set,11,11.53,5%,$120.49,58.87,No
ORD-102632,CUST-10799,tatum.vasquez798@example.com,2023-12-18,North,Retail Store,Consumer,Furniture,Bookshelf,1,148.54,5%,141.11,86.17,No
ORD-101661,CUST-10435,peyton.bianchi434@example.com,2023-06-23,East,Online,Consumer,Electronics,Laptop Pro 14,2,1224.38,5%,2326.32,1977.12,No
ORD-101657,CUST-10496,quinn.eriksen495@example.com,2023-06-22,West,Wholesale,Consumer,Office Supplies,Premium Notebook Pack,112,24.27,5%,"$2,582.33",1183.25,No
ORD-102426,CUST-10598,sasha.jensen597@example.com,2023-11-21,north,Retail Store,Enterprise,Home & Kitchen,Air Fryer,3,142.29,0%,426.87,260.92,No
ORD-103321,CUST-11000,wren.jensen999@example.com,2024-05-07,North,Wholesale,Small Business,Furniture,Bookshelf,21,156.07,0%,3277.47,1861.12,No
ORD-104073,CUST-11259,tatum.castillo1258@example.com,2024-09-22,West,Online,Enterprise,Electronics,Laptop Pro 14,2,1299.63,5%,2469.30,2075.13,No
ORD-102909,CUST-10982,blair.jensen981@example.com,2024-02-13,South,Online,Consumer,Office Supplies,Premium Notebook Pack,16,24.39,10%,351.22,172.33,No
ORD-103365,CUST-10811,linden.adeyemi810@example.com,2024-05-18,West,Online,Enterprise,Office Supplies,Premium Notebook Pack,12,25.88,20%,248.45,133.19,No
ORD-104324,CUST-11361,avery.iversen1360@example.com,2024-11-05,South,Online,Consumer,Electronics,Smart Watch,1,263.25,10%,236.93,191.74,No
ORD-104592,CUST-11297,rowan.eriksen1296@example.com,2024-12-07,East,Online,Enterprise,Furniture,Bookshelf,1,159.45,0%,$159.45,81.83,No
ORD-104182,CUST-11417,rowan.kowalski1416@example.com,2024-10-09,North,Online,Enterprise,Furniture,Standing Desk,2,531.94,15%,904.30,585.49,No
ORD-102607,CUST-10672,marlow.nakamura671@example.com,2023-12-14,East,Online,Consumer,Office Supplies,Gel Pen Set,2,12.47,0%,24.94,10.79,No
ORD-101386,CUST-10144,devon.haddad143@example.com,2023-04-29,West,Retail Store,Consumer,Electronics,4K Monitor,3,374.84,5%,"$1,068.29",877.01,No
ORD-103829,CUST-11110,kai.pereira1109@example.com,2024-08-08,North,Online,Consumer,Office Supplies,Premium Notebook Pack,15,24.57,15%,$313.27,156.93,No
ORD-101400,CUST-10361,avery.takahashi360@example.com,2023-05-02,North,Online,Consumer,Electronics,Laptop Pro 14,3,1327.86,0%,3983.58,3023.73,Yes
ORD-101196,CUST-10377,rowan.takahashi376@example.com,2023-03-20,West,Retail Store,Consumer,Home & Kitchen,Chef Knife Set,1,90.91,0%,$90.91,53.65,No
ORD-101409,CUST-10462,blair.dubois461@example.com,"May 03, 2023",North,Online,Small Business,Office Supplies,Gel Pen Set,2,11.54,10%,20.77,10.62,No
ORD-103591,CUST-11075,peyton.nakamura1074@example.com,2024-06-30, South ,Retail Store,Small Business,Home & Kitchen,Chef Knife Set,1,88.88,0%,88.88,52.24,Yes
ORD-101799,CUST-10540,wren.gallagher539@example.com,2023-07-25,North,Wholesale,Consumer,Furniture,Standing Desk,6,549.9,20%,2639.52,1865.52,No
ORD-101476,CUST-10303,casey.pereira302@example.com,2023-05-19,West,Wholesale,Consumer,Electronics,Smart Watch,16,238.93,10%,3440.59,3164.89,Yes
ORD-103457,CUST-11109,jules.pereira1108@example.com,2024-06-06,North,Retail Store,Consumer,Electronics,Smart Watch,4,256.8,5%,975.84,780.98,No
ORD-100036,CUST-10012,marlow.adeyemi11@example.com,2022-07-09,WEST,Online,Consumer,Home & Kitchen,Espresso Machine,3,474.44,10%,1280.99,822.26,No
ORD-103754,CUST-11178,sasha.takahashi1177@example.com,2024-07-25,East,Online,Consumer,Home & Kitchen,Chef Knife Set,1,84.05,0%,84.05,54.18,No
ORD-102346,CUST-10759,tatum.sandoval758@example.com,2023-11-09,West,Wholesale,Small Business,Office Supplies,Gel Pen Set,95,12.32,20%,936.32,516.3,No
ORD-103190,CUST-11039,tatum.lindqvist1038@example.com,2024-04-12,West,Online,Consumer,Electronics,Laptop Pro 14,2,1211.2,5%,"$2,301.28",2011.46,No
ORD-102360,CUST-10791,linden.vasquez790@example.com,"Nov 11, 2023",South,Retail Store,Consumer,Electronics,Wireless Earbuds,3,131.26,20%,$315.02,309.31,No
ORD-102207,CUST-10373,noor.takahashi372@example.com,2023-10-18,North,Retail Store,Small Business,Office Supplies,Premium Notebook Pack,7,24.33,0%,170.31,73.56,No
ORD-103561,CUST-11150,kai.sandoval1149@example.com,2024-06-26,West,Online,Enterprise,Office Supplies,Premium Notebook Pack,6,23.52,0%,141.12,66.81,No
ORD-101287,CUST-10300,wren.okafor299@example.com,2023-04-08,East,Online,Consumer,Home & Kitchen,Air Fryer,2,137.0,0%,274.00,169.65,No
ORD-100350,CUST-10015,peyton.adeyemi14@example.com,2022-09-23,East,Retail Store,Consumer,Office Supplies,Desk Organizer,3,35.01,0%,$105.03,45.99,No
ORD-104089,CUST-11349,jules.haddad1348@example.com,2024-09-24,West,Wholesale,Consumer,Electronics,Smart Watch,32,261.61,10%,"$7,534.37",6272.0,No
ORD-102692,CUST-10546,frankie.haddad545@example.com,"Dec 28, 2023",South,Retail Store,Consumer,Furniture,Standing Desk,3,562.04,10%,1517.51,911.57,Yes
ORD-103266,CUST-11044,devon.moreau1043@example.com,2024-04-28,North,Online,Enterprise,Office Supplies,Desk Organizer,15,34.81,5%,496.04,223.91,No
ORD-104595,CUST-11319,tatum.fontaine1318@example.com,2024-12-07,South,Online,Consumer,Furniture,Standing Desk,1,530.9,10%,477.81,298.21,No
ORD-101682,CUST-10505,ellis.fontaine504@example.com,2023-06-27,West,Retail Store,Small Business,Electronics,4K Monitor,4,363.15,0%,1452.60,1217.33,No
ORD-103780,CUST-11258,sasha.castillo1257@example.com,2024-07-30,East,Online,Enterprise,Electronics,Wireless Earbuds,1,127.34,5%,120.97,97.59,No
ORD-101444,CUST-10271,linden.nakamura270@example.com,2023-05-11,North,Retail Store,Enterprise,Electronics,Laptop Pro 14,3,1217.82,0%,3653.46,3022.98,Yes
ORD-103888,CUST-11194,oakley.vasquez1193@example.com,2024-08-19,East,Online,Enterprise,Home & Kitchen,Chef Knife Set,3,92.94,0%,278.82,157.65,No
ORD-101672,CUST-10490,kai.eriksen489@example.com,2023-06-26,South,Online,Small Business,Electronics,Wireless Earbuds,1,133.7,20%,106.96,95.25,No
ORD-104287,CUST-11127,harper.rossi1126@example.com,2024-10-29,South,Online,Small Business,Electronics,Wireless Earbuds,4,131.03,10%,471.71,422.28,No
ORD-101180,CUST-10179,tatum.iversen178@example.com,2023-03-17,North,Wholesale,Consumer,Home & Kitchen,Chef Knife Set,16,89.41,15%,"$1,215.98",874.49,No
ORD-103971,CUST-11082,blair.okafor1081@example.com,2024-09-03,West,Wholesale,Consumer,Electronics,Laptop Pro 14,16,1256.53,20%,16083.58,16636.36,No
ORD-104292,CUST-11423,casey.lindqvist1422@example.com,"Oct 30, 2024",South,Online,Consumer,Office Supplies,Premium Notebook Pack,2,22.32,20%,$35.71,20.21,No
ORD-100373,CUST-10120,wren.fontaine119@example.com,2022-10-01,East,Online,Consumer,Electronics,Smart Watch,2,253.68,5%,481.99,394.89,No
ORD-103401,CUST-11121,avery.rossi1120@example.com,2024-05-26,South,Online,Small Business,Office Supplies,Gel Pen Set,3,12.2,10%,32.94,15.63,Yes
ORD-101917,CUST-10629,jules.lindqvist628@example.com,2023-08-19,South,Wholesale,Consumer,Home & Kitchen,Chef Knife Set,7,83.46,20%,$467.38,375.12,No
ORD-101358,CUST-10058,sasha.castillo57@example.com,2023-04-23,North,Online,Consumer,Home & Kitchen,Espresso Machine,3,467.31,0%,1401.93,766.04,No
ORD-101826,CUST-10621,avery.lindqvist620@example.com,2023-07-30,East,Wholesale,Consumer,Electronics,Laptop Pro 14,20,1286.6,0%,25732.00,19899.72,No
ORD-100787,CUST-10200,wren.jensen199@example.com,2022-12-14,North,Online,Consumer,Home & Kitchen,Air Fryer,2,133.85,0%,$267.70,165.98,No
ORD-100470,CUST-10100,wren.eriksen99@example.com,2022-10-23,North,Online,Consumer,Furniture,Bookshelf,3,152.59,0%,$457.77,254.95,Yes
ORD-100141,CUST-10011,linden.adeyemi10@example.com,2022-08-05,South,Retail Store,Small Business,Home & Kitchen,Espresso Machine,4,469.69,20%,1503.01,1038.69,Yes
ORD-100789,CUST-10252,marlow.moreau251@example.com,2022-12-15,West,Wholesale,Small Business,Electronics,4K Monitor,10,396.72,5%,3768.84,2991.86,No
ORD-100324,CUST-10098,sasha.eriksen97@example.com,2022-09-19,South,Online,Small Business,Home & Kitchen,Chef Knife Set,4,94.44,15%,321.10,213.41,No
ORD-103874,CUST-11225,ellis.bianchi1224@example.com,2024-08-15,North,Online,Consumer,Furniture,Ergo Office Chair,1,297.45,0%,297.45,158.14,No
ORD-100715,CUST-10106,frankie.fontaine105@example.com,2022-12-04,West,Online,Consumer,Home & Kitchen,Espresso Machine,1,446.18,0%,446.18,256.15,No
ORD-104336,CUST-11338,sasha.gallagher1337@example.com,2024-11-06,North,Retail Store,Small Business,Home & Kitchen,Chef Knife Set,3,85.09,0%,255.27,165.23,No
ORD-102447,CUST-10653,noor.moreau652@example.com,2023-11-24,South,Wholesale,Small Business,Electronics,Laptop Pro 14,16,1356.73,0%,21707.68,16515.97,No
ORD-104651,CUST-11564,devon.takahashi1563@example.com,2024-12-15,East,Online,Consumer,Home & Kitchen,Air Fryer,4,153.65,5%,583.87,341.06,No
ORD-104267,CUST-11340,wren.gallagher1339@example.com,2024-10-25,West,Online,Small Business,Office Supplies,Desk Organizer,14,35.21,5%,$468.29,212.38,No
ORD-104441,CUST-11516,quinn.pereira1515@example.com,2024-11-18,West,Online,Consumer,Home & Kitchen,Air Fryer,4,154.49,0%,617.96,338.15,No
ORD-102843,CUST-10838,sasha.bianchi837@example.com,2024-01-30,West,Wholesale,Consumer,Electronics,Laptop Pro 14,14,1357.47,10%,17104.12,14311.18,No
ORD-102667,CUST-10856,quinn.castillo855@example.com,2023-12-24,South,Retail Store,Consumer,Home & Kitchen,Espresso Machine,1,467.06,10%,$420.35,264.53,No
ORD-100407,CUST-10077,rowan.dubois76@example.com,2022-10-10,South,Wholesale,Small Business,Electronics,4K Monitor,16,376.3,15%,5117.68,4627.86,No
ORD-103165,CUST-11022,blair.lindqvist1021@example.com,2024-04-07,East,Online,Small Business,Home & Kitchen,Air Fryer,4,145.69,5%,$553.62,349.6,Yes
ORD-101005,CUST-10303,casey.pereira302@example.com,2023-01-28,West,Online,Consumer,Office Supplies,Gel Pen Set,3,11.71,0%,35.13,16.43,No
ORD-104059,CUST-11110,kai.pereira1109@example.com,2024-09-20,North,Retail Store,Consumer,Office Supplies,Premium Notebook Pack,14,23.17,10%,$291.94,155.33,No
ORD-100891,CUST-10273,noor.nakamura272@example.com,"Dec 31, 2022",WEST,Retail Store,Enterprise,Electronics,Wireless Earbuds,2,130.07,0%,$260.14,198.82,No
ORD-102412,CUST-10686,frankie.okafor685@example.com,2023-11-19,North,Wholesale,Small Business,Furniture,Bookshelf,6,153.71,5%,876.15,521.04,No
ORD-102546,CUST-10799,tatum.vasquez798@example.com,2023-12-06,West,Online,Consumer,Office Supplies,Premium Notebook Pack,2,22.62,5%,$42.98,21.58,No
ORD-104019,CUST-10867,harper.dubois866@example.com,2024-09-12,East,Online,Consumer,Furniture,Bookshelf,1,151.23,0%,151.23,87.67,No
ORD-102391,CUST-10658,sasha.moreau657@example.com,2023-11-16,South,Retail Store,Consumer,Electronics,Wireless Earbuds,4,126.26,5%,$479.79,407.23,No
ORD-103701,CUST-11195,peyton.vasquez1194@example.com,"Jul 17, 2024",West,Retail Store,Consumer,Furniture,Ergo Office Chair,2,287.51,10%,517.52,326.78,No
ORD-100043,CUST-10004,devon.adeyemi3@example.com,2022-07-12,East,Retail Store,Small Business,Office Supplies,Gel Pen Set,15,12.19,10%,164.56,81.69,No
ORD-103120,CUST-10918,sasha.fontaine917@example.com,2024-03-31,North,Online,Small Business,Office Supplies,Premium Notebook Pack,12,22.96,5%,$261.74,133.01,No
ORD-100304,CUST-10058,sasha.castillo57@example.com,2022-09-14,East,Online,Consumer,Home & Kitchen,Chef Knife Set,4,86.18,0%,344.72,212.06,No
ORD-104378,CUST-11411,linden.kowalski1410@example.com,2024-11-12,West,Online,Small Business,Electronics,Wireless Earbuds,2,137.45,0%,$274.90,205.82,No
ORD-103552,CUST-10801,avery.adeyemi800@example.com,"Jun 24, 2024",North,Online,Consumer,Office Supplies,Gel Pen Set,19,12.67,10%,$216.66,103.32,No
ORD-100665,CUST-10155,peyton.haddad154@example.com,2022-11-26,North,Online,Consumer,Electronics,4K Monitor,3,391.86,0%,1175.58,851.05,No
ORD-101178,CUST-10334,oakley.rossi333@example.com,2023-03-16,North,Retail Store,Small Business,Furniture,Standing Desk,2,590.29,5%,"$1,121.55",596.46,Yes
ORD-102677,CUST-10859,tatum.castillo858@example.com,2023-12-25,North,Online,Enterprise,Electronics,Wireless Earbuds,3,132.5,0%,397.50,296.45,No
ORD-101948,CUST-10425,ellis.bianchi424@example.com,2023-08-26,North,Retail Store,Consumer,Electronics,Laptop Pro 14,2,1272.16,0%,2544.32,,No
ORD-102502,CUST-10716,quinn.pereira715@example.com,"Nov 30, 2023",North,Online,Consumer,Electronics,Laptop Pro 14,4,1275.71,0%,5102.84,4109.53,No
ORD-101474,CUST-10203,casey.kowalski202@example.com,2023-05-19,West,Wholesale,Small Business,Electronics,Wireless Earbuds,8,129.82,10%,934.70,775.63,No
ORD-103317,CUST-11049,jules.moreau1048@example.com,2024-05-07,West,Online,Consumer,Electronics,Wireless Earbuds,3,133.01,0%,399.03,312.66,No
ORD-102133,CUST-10697,rowan.okafor696@example.com,2023-10-04,South,Wholesale,Consumer,Electronics,4K Monitor,12,380.99,5%,"$4,343.29",3645.39,No
ORD-101027,CUST-10306,frankie.pereira305@example.com,2023-02-03,South,Retail Store,Consumer,Electronics,Smart Watch,2,251.68,10%,453.02,387.91,No
ORD-100962,CUST-10206,frankie.kowalski205@example.com,2023-01-17,East,Retail Store,unknown,Office Supplies,Desk Organizer,3,34.18,5%,$97.41,48.77,No
ORD-102010,CUST-10546,frankie.haddad545@example.com,2023-09-09,South,Online,Small Business,Home & Kitchen,Chef Knife Set,3,89.7,15%,228.74,147.97,No
ORD-102150,CUST-10636,quinn.lindqvist635@example.com,2023-10-08, West ,Retail Store,Consumer,Office Supplies,Desk Organizer,2,35.04,0%,70.08,30.46,No
ORD-103132,CUST-11028,indigo.lindqvist1027@example.com,"Apr 03, 2024",East,Online,Enterprise,Home & Kitchen,Air Fryer,2,140.42,0%,$280.84,155.54,No
ORD-102339,CUST-10769,jules.takahashi768@example.com,"Nov 08, 2023",South,Wholesale,Small Business,Office Supplies,Gel Pen Set,120,12.01,20%,"$1,152.96",618.53,No
ORD-103652,CUST-11218,sasha.adeyemi1217@example.com,2024-07-09,WEST,Retail Store,Consumer,Office Supplies,Desk Organizer,2,35.69,5%,67.81,31.7,No
ORD-100305,CUST-10106,frankie.fontaine105@example.com,2022-09-14,EAST,Online,Small Business,Home & Kitchen,Air Fryer,1,140.31,20%,112.25,89.62,No
ORD-101441,CUST-10407,harper.adeyemi406@example.com,2023-05-10,East,Retail Store,Consumer,Office Supplies,Premium Notebook Pack,17,23.72,15%,$342.75,192.71,No
ORD-101497,CUST-10347,harper.sandoval346@example.com,2023-05-23,North,Online,Consumer,Electronics,Wireless Earbuds,4,131.41,10%,473.08,409.44,No
ORD-102653,CUST-10518,sasha.fontaine517@example.com,2023-12-22,North,Online,Small Business,Furniture,Standing Desk,1,538.41,5%,511.49,300.48,No
ORD-100917,CUST-10290,kai.okafor289@example.com,2023-01-06,West,Retail Store,Consumer,Home & Kitchen,Chef Knife Set,4,89.88,0%,359.52,209.71,No
ORD-104755,CUST-11297,rowan.eriksen1296@example.com,2024-12-27,North,Online,Consumer,Electronics,4K Monitor,2,357.18,0%,$714.36,575.83,No
ORD-103500,CUST-10974,oakley.iversen973@example.com,2024-06-14,West,Wholesale,Enterprise,Furniture,Standing Desk,5,523.06,20%,2092.24,1582.48,No
ORD-102773,CUST-10843,casey.castillo842@example.com,2024-01-10,West,Online,Consumer,Furniture,Standing Desk,1,552.34,0%,552.34,291.72,No
ORD-101625,CUST-10418,sasha.adeyemi417@example.com,2023-06-16,West,Online,Enterprise,Office Supplies,Premium Notebook Pack,4,24.36,0%,97.44,45.45,No
ORD-104328,CUST-11425,ellis.lindqvist1424@example.com,2024-11-05,East,Online,Small Business,Office Supplies,Premium Notebook Pack,20,24.54,10%,441.72,221.25,No
ORD-100822,CUST-10229,jules.lindqvist228@example.com,"Dec 19, 2022",West,Wholesale,Small Business,Electronics,Smart Watch,8,269.87,15%,1835.12,1534.49,No
ORD-103110,CUST-10964,devon.iversen963@example.com,2024-03-29,East,Online,Consumer,Office Supplies,Gel Pen Set,11,12.01,5%,125.50,59.04,No
ORD-101355,CUST-10333,noor.rossi332@example.com,2023-04-22,North,Online,Enterprise,Office Supplies,Desk Organizer,13,35.24,10%,$412.31,203.29,No
ORD-104345,CUST-11249,jules.castillo1248@example.com,2024-11-07,West,Online,Consumer,Electronics,Laptop Pro 14,2,1302.77,0%,2605.54,2136.43,No
ORD-100851,CUST-10305,ellis.pereira304@example.com,2022-12-24,West,Wholesale,Consumer,Office Supplies,Gel Pen Set,21,12.93,0%,$271.53,117.43,No
ORD-101001,CUST-10263,casey.nakamura262@example.com,2023-01-27,West,Wholesale,Small Business,Home & Kitchen,Chef Knife Set,24,82.17,10%,"$1,774.87",1301.75,No
ORD-103633,CUST-11217,rowan.adeyemi1216@example.com,2024-07-06,NORTH,Online,Consumer,Office Supplies,Gel Pen Set,8,10.85,10%,78.12,42.41,No
ORD-100019,CUST-10004,devon.adeyemi3@example.com,2022-07-05,South,Wholesale,Enterprise,Electronics,Smart Watch,20,262.75,5%,4992.25,3822.77,No
ORD-101638,CUST-10418,sasha.adeyemi417@example.com,"Jun 18, 2023",West,Retail Store,Consumer,Electronics,Smart Watch,3,248.72,0%,$746.16,590.02,No
ORD-101668,CUST-10367,harper.takahashi366@example.com,2023-06-25,East,Wholesale,Consumer,Office Supplies,Premium Notebook Pack,48,24.81,15%,1012.25,528.44,No
ORD-100494,CUST-10145,ellis.haddad144@example.com,2022-10-28,West,Retail Store,Consumer,Electronics,4K Monitor,4,375.46,15%,1276.56,1214.64,No
ORD-103887,CUST-11316,quinn.fontaine1315@example.com,"Aug 18, 2024",North,Wholesale,Enterprise,Office Supplies,Gel Pen Set,42,11.95,10%,$451.71,222.83,No
ORD-103506,CUST-11162,blair.takahashi1161@example.com,2024-06-14,West,Online,Enterprise,Electronics,Laptop Pro 14,3,1277.68,5%,"$3,641.39",3095.77,No
ORD-103066,CUST-10830,kai.bianchi829@example.com,2024-03-19,North,Retail Store,Consumer,Electronics,Wireless Earbuds,4,137.68,0%,550.72,424.25,No
